NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1314 Entries & Exits,1213 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
9993,DMY,Drumry,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 34,800 "," 57,026 "," 31,699 "," 123,525 "," 34,800 "," 57,026 "," 31,699 "," 123,525 "," 247,050 "," 257,370 ", -   ,0,0,,
1040,DUD,Duddeston,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 19,920 "," 15,803 "," 59,451 "," 95,174 "," 19,920 "," 15,803 "," 59,451 "," 95,174 "," 190,348 "," 181,674 ", -   ,0,0,,
1212,DDP,Dudley Port,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 35,487 "," 70,926 "," 103,035 "," 209,448 "," 35,487 "," 70,926 "," 103,035 "," 209,448 "," 418,896 "," 367,402 ", -   ,1,0,Reason for increase unclear,
1691,DFI,Duffield,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 12,428 "," 9,418 "," 6,373 "," 28,219 "," 12,428 "," 9,418 "," 6,373 "," 28,219 "," 56,438 "," 55,370 ", -   ,0,0,,
8681,DRN,Duirinish,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 388 , 97 , -   , 485 , 388 , 97 , -   , 485 , 970 , 804 , -   ,0,0,,
9906,DST,Duke Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 19,428 "," 22,391 "," 13,111 "," 54,930 "," 19,428 "," 22,391 "," 13,111 "," 54,930 "," 109,860 "," 104,156 ", -   ,0,0,,
7027,DUL,Dullingham,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,Abellio Greater Anglia,,,," 3,632 "," 2,586 "," 12,050 "," 18,268 "," 3,632 "," 2,586 "," 12,050 "," 18,268 "," 36,536 "," 31,596 ", -   ,1,0,"Continues recent high growth, possily contributed to by improvements in 2011 to the rolling stock used on the Cambridge-Ipswich route",http://www.marpa.org.uk/resources/newsletter1_1.pdf
9866,DBC,Dumbarton Central,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 78,500 "," 125,229 "," 150,085 "," 353,814 "," 78,500 "," 125,229 "," 150,085 "," 353,814 "," 707,627 "," 755,530 "," 116,533 ",0,0,,
9868,DBE,Dumbarton East,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 51,413 "," 84,817 "," 74,668 "," 210,898 "," 51,413 "," 84,817 "," 74,668 "," 210,898 "," 421,796 "," 377,242 ", -   ,1,0,Improved PTE Infill,
9622,DUM,Dumbreck,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 21,680 "," 28,770 "," 15,225 "," 65,675 "," 21,680 "," 28,770 "," 15,225 "," 65,675 "," 131,350 "," 117,190 ", -   ,1,0,Reason for increase unclear,
9490,DMF,Dumfries,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,First ScotRail,,,," 25,098 "," 154,938 "," 4,220 "," 184,256 "," 25,098 "," 154,938 "," 4,220 "," 184,256 "," 368,512 "," 366,400 ", 85 ,0,0,,
5034,DMP,Dumpton Park,South East,Kent,Thanet,UKJ4,Kent,Southeastern,,,," 2,264 "," 4,367 "," 7,058 "," 13,689 "," 2,264 "," 4,367 "," 7,058 "," 13,689 "," 27,378 "," 28,198 ", -   ,0,0,,
9397,DUN,Dunbar,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,East Coast,,,," 13,045 "," 112,922 "," 74,066 "," 200,033 "," 13,045 "," 112,922 "," 74,066 "," 200,033 "," 400,065 "," 374,216 ", -   ,0,0,,
8713,DBL,Dunblane,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,,,," 72,913 "," 128,574 "," 52,769 "," 254,256 "," 72,913 "," 128,574 "," 52,769 "," 254,256 "," 508,511 "," 504,058 ", -   ,0,0,,
5944,DBG,Dunbridge,South East,Hampshire,Test Valley,UKJ3,Hampshire and Isle of Wight,First Great Western,,,," 4,106 "," 5,692 "," 4,629 "," 14,427 "," 4,106 "," 5,692 "," 4,629 "," 14,427 "," 28,854 "," 25,986 ", -   ,1,0,Reason for increase unclear,
8682,DCG,Duncraig,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 241 , 26 , -   , 267 , 241 , 26 , -   , 267 , 534 , 784 , -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
9039,DEE,Dundee,Scotland,Dundee City,Dundee City,UKM2,Eastern Scotland,First ScotRail,,,," 275,906 "," 482,711 "," 110,105 "," 868,722 "," 275,906 "," 482,711 "," 110,105 "," 868,722 "," 1,737,444 "," 1,690,486 "," 67,746 ",0,0,,
9186,DFL,Dunfermline,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,," 81,358 "," 122,622 "," 101,753 "," 305,733 "," 81,358 "," 122,622 "," 101,753 "," 305,733 "," 611,465 "," 580,750 ", -   ,0,0,,
9187,DFE,Dunfermline Queen Margaret,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,," 29,159 "," 37,127 "," 37,987 "," 104,273 "," 29,159 "," 37,127 "," 37,987 "," 104,273 "," 208,546 "," 206,120 ", -   ,0,0,,
8763,DKD,Dunkeld & Birnam,Scotland,Perth And Kinross,Perth And Kinross,UKM2,Eastern Scotland,First ScotRail,,,," 6,606 "," 7,655 ", 701 ," 14,962 "," 6,606 "," 7,655 ", 701 ," 14,962 "," 29,924 "," 27,862 ", -   ,0,0,,
9492,DNL,Dunlop,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 13,975 "," 24,666 "," 10,263 "," 48,904 "," 13,975 "," 24,666 "," 10,263 "," 48,904 "," 97,808 "," 102,832 ", -   ,0,0,,
8642,DNO,Dunrobin Castle,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 307 , 151 , -   , 458 , 307 , 151 , -   , 458 , 916 , 628 , -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
7744,DOT,Dunston,North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,, 196 , 313 , 659 ," 1,168 ", 196 , 313 , 659 ," 1,168 "," 2,336 "," 2,164 ", -   ,0,0,,
5102,DNG,Dunton Green,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 9,096 "," 8,409 "," 59,938 "," 77,443 "," 9,096 "," 8,409 "," 59,938 "," 77,443 "," 154,886 "," 131,742 ", -   ,1,0,Reason for increase unclear,
7745,DHM,Durham,North East,Durham,Durham,UKC1,Tees Valley and Durham,East Coast,,,," 151,314 "," 892,915 "," 163,472 "," 1,207,700 "," 151,314 "," 892,915 "," 163,472 "," 1,207,700 "," 2,415,400 "," 2,273,710 "," 4,665 ",0,0,,
5282,DUR,Durrington-On-Sea,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,," 64,300 "," 134,863 "," 134,062 "," 333,225 "," 64,300 "," 134,863 "," 134,062 "," 333,225 "," 666,450 "," 717,172 ", -   ,0,0,,
8905,DYC,Dyce,Scotland,Aberdeen City,Aberdeen City,UKM1,North Eastern Scotland,First ScotRail,,,," 246,146 "," 62,554 "," 96,639 "," 405,339 "," 246,146 "," 62,554 "," 96,639 "," 405,339 "," 810,678 "," 759,898 ", -   ,0,0,,
4455,DYF,Dyffryn Ardudwy,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 5,935 "," 1,927 ", 434 ," 8,296 "," 5,935 "," 1,927 ", 434 ," 8,296 "," 16,592 "," 21,156 ", -   ,1,0,Line closures due to winter storm damage,http://www.dailypost.co.uk/news/north-wales-news/cambrian-coast-railway-gwynedd-closed-6528359
7916,EAG,Eaglescliffe,North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,Northern Rail,,,," 34,413 "," 42,309 "," 11,350 "," 88,072 "," 34,413 "," 42,309 "," 11,350 "," 88,072 "," 176,143 "," 149,074 ", -   ,1,0,Continues and accelerates high growth trend,
3190,EAL,Ealing Broadway,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 592,530 "," 923,070 "," 1,127,481 "," 2,643,081 "," 592,530 "," 923,070 "," 1,127,481 "," 2,643,081 "," 5,286,162 "," 5,333,888 "," 91,438 ",0,0,,
2292,ERL,Earlestown,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,," 55,503 "," 123,239 "," 63,906 "," 242,648 "," 55,503 "," 123,239 "," 63,906 "," 242,648 "," 485,296 "," 423,842 "," 54,700 ",1,0,Improved PTE Infill,
5694,EAR,Earley,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,," 88,175 "," 101,026 "," 115,414 "," 304,615 "," 88,175 "," 101,026 "," 115,414 "," 304,615 "," 609,230 "," 574,836 ", -   ,0,0,,
5584,EAD,Earlsfield,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station," 589,098 "," 736,775 "," 1,790,731 "," 3,116,604 "," 589,098 "," 736,775 "," 1,790,731 "," 3,116,604 "," 6,233,208 "," 5,696,028 ", -   ,0,0,,
5414,ELD,Earlswood (Surrey),South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,," 33,302 "," 36,542 "," 163,591 "," 233,435 "," 33,302 "," 36,542 "," 163,591 "," 233,435 "," 466,870 "," 451,950 ", -   ,0,0,,
4520,EWD,Earlswood (West Midlands),West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,," 2,754 "," 13,334 "," 2,170 "," 18,258 "," 2,754 "," 13,334 "," 2,170 "," 18,258 "," 36,516 "," 31,768 ", -   ,1,0,Reason for increase unclear,
5355,ECR,East Croydon,London,Greater London,Croydon,UKI2,Outer London,Southern,CROYDON BR,,London Travelcard Area Station," 2,113,217 "," 3,586,823 "," 5,198,555 "," 10,898,595 "," 2,113,217 "," 3,586,823 "," 5,198,555 "," 10,898,595 "," 21,797,189 "," 20,965,248 "," 6,905,570 ",0,0,,
2949,EDY,East Didsbury,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 34,748 "," 60,950 "," 54,995 "," 150,693 "," 34,748 "," 60,950 "," 54,995 "," 150,693 "," 301,386 "," 338,566 ", -   ,1,0,This will be driven by the Metrolink extension to East Didsbury which opened in May 2013,http://en.wikipedia.org/wiki/East_Didsbury_Metrolink_station
5358,EDW,East Dulwich,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station," 217,046 "," 259,559 "," 582,904 "," 1,059,509 "," 217,046 "," 259,559 "," 582,904 "," 1,059,509 "," 2,119,018 "," 2,104,766 ", -   ,0,0,,
5234,EFL,East Farleigh,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,," 4,735 "," 4,574 "," 4,481 "," 13,790 "," 4,735 "," 4,574 "," 4,481 "," 13,790 "," 27,580 "," 29,794 ", -   ,0,0,,
8472,EGF,East Garforth,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 27,356 "," 36,486 "," 47,617 "," 111,459 "," 27,356 "," 36,486 "," 47,617 "," 111,459 "," 222,918 "," 214,252 ", -   ,0,0,,
5486,EGR,East Grinstead,South East,West Sussex,Mid Sussex,UKJ2,"Surrey, East & West Sussex",Southern,,,," 127,764 "," 227,349 "," 426,636 "," 781,749 "," 127,764 "," 227,349 "," 426,636 "," 781,749 "," 1,563,498 "," 1,467,848 ", -   ,0,0,,
9793,EKL,East Kilbride,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 112,958 "," 172,248 "," 254,560 "," 539,766 "," 112,958 "," 172,248 "," 254,560 "," 539,766 "," 1,079,531 "," 988,832 ", -   ,0,0,,
5134,EML,East Malling,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 6,736 "," 10,688 "," 32,957 "," 50,381 "," 6,736 "," 10,688 "," 32,957 "," 50,381 "," 100,762 "," 95,462 ", -   ,0,0,,
1901,EMD,East Midlands Parkway,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 41,030 "," 109,340 "," 13,853 "," 164,223 "," 41,030 "," 109,340 "," 13,853 "," 164,223 "," 328,446 "," 283,756 "," 22,083 ",1,0,Increase possibly due to greater usage during temporary closure of Nottingham station in summer 2013,
7471,ETL,East Tilbury,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,," 55,113 "," 47,057 "," 58,196 "," 160,366 "," 55,113 "," 47,057 "," 58,196 "," 160,366 "," 320,732 "," 306,574 ", -   ,0,0,,
5283,EWR,East Worthing,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,," 30,024 "," 50,649 "," 97,243 "," 177,916 "," 30,024 "," 50,649 "," 97,243 "," 177,916 "," 355,832 "," 339,174 ", -   ,0,0,,
5448,EBN,Eastbourne,South East,East Sussex,Eastbourne,UKJ2,"Surrey, East & West Sussex",Southern,,,," 181,556 "," 881,985 "," 782,989 "," 1,846,530 "," 181,556 "," 881,985 "," 782,989 "," 1,846,530 "," 3,693,060 "," 3,588,880 "," 10,983 ",0,0,,
3795,EBK,Eastbrook,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 51,926 "," 4,070 "," 28,573 "," 84,569 "," 51,926 "," 4,070 "," 28,573 "," 84,569 "," 169,138 "," 165,336 ", -   ,0,0,,
9894,EST,Easterhouse,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 57,098 "," 66,048 "," 72,656 "," 195,802 "," 57,098 "," 66,048 "," 72,656 "," 195,802 "," 391,604 "," 452,286 ", -   ,1,0,Improved PTE Infill,
2128,ERA,Eastham Rake,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,," 79,307 "," 47,805 "," 33,099 "," 160,211 "," 79,307 "," 47,805 "," 33,099 "," 160,211 "," 320,422 "," 469,566 ", -   ,1,0,Improved PTE Infill,
5899,ESL,Eastleigh,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 213,760 "," 278,558 "," 307,537 "," 799,855 "," 213,760 "," 278,558 "," 307,537 "," 799,855 "," 1,599,710 "," 1,532,168 "," 144,567 ",0,0,,
8114,EGN,Eastrington,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 410 , 221 , 238 , 869 , 410 , 221 , 238 , 869 ," 1,738 "," 1,446 ", -   ,0,0,,
5566,EBB,Ebbsfleet International,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,," 172,086 "," 270,361 "," 188,851 "," 631,298 "," 172,086 "," 270,361 "," 188,851 "," 631,298 "," 1,262,596 "," 1,175,766 "," 53,507 ",0,0,,
9915,EBV,Ebbw Vale Parkway,Wales - Cymru,Blaenau Gwent,Blaenau Gwent,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 87,717 "," 16,919 "," 27,133 "," 131,769 "," 87,717 "," 16,919 "," 27,133 "," 131,769 "," 263,538 "," 254,956 ", -   ,0,0,,
2950,ECC,Eccles,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 19,617 "," 30,791 "," 29,219 "," 79,627 "," 19,617 "," 30,791 "," 29,219 "," 79,627 "," 159,254 "," 147,582 ", -   ,0,0,,
7370,ECS,Eccles Road,East,Norfolk,Breckland,UKH1,East Anglia,Abellio Greater Anglia,,,, 363 , 89 , 611 ," 1,063 ", 363 , 89 , 611 ," 1,063 "," 2,126 "," 1,930 ", -   ,0,0,,
2227,ECL,Eccleston Park,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,," 13,488 "," 32,396 "," 10,946 "," 56,830 "," 13,488 "," 32,396 "," 10,946 "," 56,830 "," 113,660 "," 157,062 ", -   ,1,0,Improved PTE Infill,
2824,EDL,Edale,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 11,768 "," 22,567 ", 926 ," 35,261 "," 11,768 "," 22,567 ", 926 ," 35,261 "," 70,522 "," 66,842 ", -   ,0,0,,
5056,EDN,Eden Park,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 67,823 "," 79,177 "," 122,064 "," 269,064 "," 67,823 "," 79,177 "," 122,064 "," 269,064 "," 538,128 "," 525,590 ", -   ,0,0,,
5473,EBR,Edenbridge,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,," 15,447 "," 31,514 "," 36,121 "," 83,082 "," 15,447 "," 31,514 "," 36,121 "," 83,082 "," 166,164 "," 174,108 "," 155,170 ",0,0,,
5359,EBT,Edenbridge Town,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,EDENBRIDGE BR,,," 23,240 "," 48,050 "," 104,450 "," 175,740 "," 23,240 "," 48,050 "," 104,450 "," 175,740 "," 351,480 "," 342,118 "," 129,350 ",0,0,,
2169,EDG,Edge Hill,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,," 29,139 "," 21,944 "," 30,842 "," 81,925 "," 29,139 "," 21,944 "," 30,842 "," 81,925 "," 163,850 "," 142,750 "," 12,537 ",1,0,Improved PTE Infill,
9328,EDB,Edinburgh,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,Network Rail,EDINBURGH BR,,," 2,369,147 "," 5,690,508 "," 1,943,514 "," 10,003,169 "," 2,369,147 "," 5,690,508 "," 1,943,514 "," 10,003,169 "," 20,006,338 "," 18,879,684 "," 1,190,423 ",0,0,,
9395,EDP,Edinburgh Park,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,," 202,243 "," 133,713 "," 144,170 "," 480,126 "," 202,243 "," 133,713 "," 144,170 "," 480,126 "," 960,252 "," 816,748 ", -   ,1,0,Continued demand increase from opening of the Airdrie-Bathgate line,
6941,EDR,Edmonton Green,London,Greater London,Enfield,UKI2,Outer London,Abellio Greater Anglia,,,London Travelcard Area Station," 229,647 "," 424,256 "," 696,108 "," 1,350,011 "," 229,647 "," 424,256 "," 696,108 "," 1,350,011 "," 2,700,022 "," 2,376,776 "," 26,441 ",1,0,Continues strong growth from previous year. Part of a wider pattern of high growth across Lea Valley Lines,
5642,EFF,Effingham Junction,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 45,038 "," 42,860 "," 66,488 "," 154,386 "," 45,038 "," 42,860 "," 66,488 "," 154,386 "," 308,772 "," 303,320 "," 17,566 ",0,0,,
5822,EGG,Eggesford,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,, 734 ," 9,451 "," 2,895 "," 13,080 ", 734 ," 9,451 "," 2,895 "," 13,080 "," 26,160 "," 30,062 ", -   ,1,0,Reason for decrease unclear,
5669,EGH,Egham,South East,Surrey,Runnymede,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 326,351 "," 391,660 "," 331,428 "," 1,049,439 "," 326,351 "," 391,660 "," 331,428 "," 1,049,439 "," 2,098,878 "," 2,096,452 ", -   ,0,0,,
7918,EGT,Egton,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 1,400 ", 514 ," 3,870 "," 5,784 "," 1,400 ", 514 ," 3,870 "," 5,784 "," 11,568 "," 7,388 ", -   ,1,0,Reverses large decrease seen in 2012-13,
5246,EPH,Elephant & Castle,London,Greater London,Southwark,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station," 194,053 "," 310,494 "," 971,859 "," 1,476,406 "," 194,053 "," 310,494 "," 971,859 "," 1,476,406 "," 2,952,812 "," 2,701,582 "," 151,173 ",0,0,,
8977,ELG,Elgin,Scotland,Moray,Moray,UKM4,Highlands and Islands,First ScotRail,,,," 59,150 "," 88,312 "," 19,807 "," 167,269 "," 59,150 "," 88,312 "," 19,807 "," 167,269 "," 334,537 "," 322,324 ", -   ,0,0,,
2121,ELP,Ellesmere Port,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,," 83,829 "," 78,526 "," 35,410 "," 197,765 "," 83,829 "," 78,526 "," 35,410 "," 197,765 "," 395,530 "," 238,710 ", 380 ,1,0,Improved PTE Infill,
5049,ELE,Elmers End,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 108,992 "," 118,586 "," 326,561 "," 554,139 "," 108,992 "," 118,586 "," 326,561 "," 554,139 "," 1,108,278 "," 1,063,026 ", -   ,0,0,,
5135,ESD,Elmstead Woods,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 122,759 "," 126,087 "," 428,900 "," 677,746 "," 122,759 "," 126,087 "," 428,900 "," 677,746 "," 1,355,492 "," 1,260,006 ", -   ,0,0,,
7349,ESW,Elmswell,East,Suffolk,Mid Suffolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 15,441 "," 13,601 "," 11,237 "," 40,279 "," 15,441 "," 13,601 "," 11,237 "," 40,279 "," 80,558 "," 79,482 ", -   ,0,0,,
6667,ELR,Elsecar,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 22,304 "," 23,385 "," 29,343 "," 75,032 "," 22,304 "," 23,385 "," 29,343 "," 75,032 "," 150,064 "," 126,122 ", -   ,1,0,Improved PTE Infill,
6832,ESM,Elsenham,East,Essex,Uttlesford,UKH3,Essex,Abellio Greater Anglia,,,," 20,659 "," 19,917 "," 50,550 "," 91,126 "," 20,659 "," 19,917 "," 50,550 "," 91,126 "," 182,252 "," 172,546 ", -   ,0,0,,
1542,ELS,Elstree & Borehamwood,East,Hertfordshire,Hertsmere,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,London Travelcard Area Station," 344,026 "," 580,842 "," 883,290 "," 1,808,158 "," 344,026 "," 580,842 "," 883,290 "," 1,808,158 "," 3,616,315 "," 3,234,460 ", -   ,1,0,General high growth on Inner North Thameslink stations driven primarily by large increases in travel to London and other Inner North Thameslink stations - not clear what is driving this,
5103,ELW,Eltham,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 274,070 "," 337,953 "," 599,861 "," 1,211,884 "," 274,070 "," 337,953 "," 599,861 "," 1,211,884 "," 2,423,768 "," 2,258,322 ", -   ,0,0,,
6238,ELO,Elton & Orston,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,, 65 , 18 , -   , 83 , 65 , 18 , -   , 83 , 166 , 72 , -   ,0,1,"Very small station (<2,500 entries and exits p.a.)","Very small station (<2,500 entries and exits p.a.)"
7068,ELY,Ely,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,Abellio Greater Anglia,,,," 199,023 "," 363,343 "," 425,701 "," 988,067 "," 199,023 "," 363,343 "," 425,701 "," 988,067 "," 1,976,134 "," 1,878,426 "," 340,509 ",0,0,,
7473,EMP,Emerson Park,London,Greater London,Havering,UKI2,Outer London,Abellio Greater Anglia,,,London Travelcard Area Station," 29,747 "," 15,843 "," 18,059 "," 63,649 "," 29,747 "," 15,843 "," 18,059 "," 63,649 "," 127,298 "," 113,904 ", -   ,1,0,High growth trend,
5257,EMS,Emsworth,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,Southern,,,," 48,003 "," 84,773 "," 71,406 "," 204,182 "," 48,003 "," 84,773 "," 71,406 "," 204,182 "," 408,364 "," 394,830 "," 4,524 ",0,0,,
375,ECP,Energlyn & Churchill Park,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 3,889 ", 250 ," 3,830 "," 7,969 "," 3,889 ", 250 ," 3,830 "," 7,969 "," 15,938 ", -   , -   ,1,0,New Station,
6010,ENC,Enfield Chase,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,ENFIELD BR,,London Travelcard Area Station," 138,240 "," 147,506 "," 377,614 "," 663,360 "," 138,240 "," 147,506 "," 377,614 "," 663,360 "," 1,326,720 "," 1,289,998 "," 11,769 ",0,0,,
6815,ENL,Enfield Lock,London,Greater London,Enfield,UKI2,Outer London,Abellio Greater Anglia,,,London Travelcard Area Station," 111,277 "," 184,006 "," 220,667 "," 515,950 "," 111,277 "," 184,006 "," 220,667 "," 515,950 "," 1,031,900 "," 1,043,854 ", -   ,0,0,,
6959,ENF,Enfield Town,London,Greater London,Enfield,UKI2,Outer London,Abellio Greater Anglia,ENFIELD BR,,London Travelcard Area Station," 170,370 "," 295,472 "," 446,815 "," 912,657 "," 170,370 "," 295,472 "," 446,815 "," 912,657 "," 1,825,314 "," 1,604,816 ", -   ,1,0,General high growth on Lea Valley Lines,
2747,ENT,Entwistle,North West,Blackburn With Darwen,Blackburn With Darwen,UKD4,Lancashire,Northern Rail,,,," 2,432 "," 4,125 ", 824 ," 7,381 "," 2,432 "," 4,125 ", 824 ," 7,381 "," 14,762 "," 15,498 ", -   ,0,0,,
5360,EPS,Epsom,South East,Surrey,Epsom And Ewell,UKJ2,"Surrey, East & West Sussex",Southern,,,," 514,265 "," 535,003 "," 932,089 "," 1,981,357 "," 514,265 "," 535,003 "," 932,089 "," 1,981,357 "," 3,962,714 "," 3,740,752 "," 220,288 ",0,0,,
5361,EPD,Epsom Downs,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station," 17,310 "," 11,137 "," 15,050 "," 43,497 "," 17,310 "," 11,137 "," 15,050 "," 43,497 "," 86,994 "," 83,370 ", -   ,0,0,,
